Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita|Gasto per capita||
2013 | Enero|Total nacional|MENESTRA|1.511,99|2.698,34|1,78|7,53|0,03|0,06||
2013 | Enero|Total nacional|OTR.VERD/HOR.CONG.|3.656,06|9.680,30|2,65|20,4|0,08|0,21||
2013 | Enero|Total nacional|FRUTAS CONGELADAS|99,28|330,80|3,33|0,74|0|0,01||
2013 | Enero|Andalucía|GUISANTES|89,85|216,08|2,4|5,33|0,01|0,02||
2013 | Enero|Andalucía|JUDIAS VERDES|238,38|345,41|1,45|7,99|0,03|0,04||
2013 | Enero|Andalucía|PIMIENTOS|197,05|774,78|3,93|14,34|0,02|0,09||
2013 | Enero|Andalucía|ESPARRAGOS|242,93|1.265,30|5,21|14,35|0,03|0,15||
2013 | Enero|Andalucía|ALCACHOFAS|137,44|700,91|5,1|7,19|0,02|0,08||
2013 | Enero|Andalucía|CHAMPIÑOSNES+SETAS|347,31|941,52|2,71|17,5|0,04|0,11||
2013 | Enero|Andalucía|MAIZ DULCE|314,51|895,41|2,85|15,76|0,04|0,1||
2013 | Enero|Andalucía|MENESTRA|41,61|72,28|1,74|1,62|0|0,01||
2013 | Enero|Andalucía|TOMATES|4.196,09|5.103,96|1,22|65,12|0,48|0,59||
2013 | Enero|Andalucía|TOMATE FRITO|3.050,20|3.863,96|1,27|56,69|0,35|0,45||
2013 | Enero|Andalucía|TOMATE NATURAL|1.145,89|1.240,00|1,08|24,82|0,13|0,14||
2013 | Enero|Andalucía|TOMATE N.ENTERO|130,53|138,50|1,06|3,29|0,02|0,02||
2013 | Enero|Andalucía|TOMATE N.TRITUR.|1.015,36|1.101,50|1,08|22,94|0,12|0,13||
2013 | Enero|Andalucía|OTRA VERD/HORT.CON|379,79|900,43|2,37|16,77|0,04|0,1||
2013 | Enero|Andalucía|FRUTA EN CONSERVA|1.276,06|3.449,36|2,7|36,19|0,15|0,4||
2013 | Enero|Andalucía|MERMELADAS,CONFIT.|335,87|1.203,60|3,58|18,6|0,04|0,14||
2013 | Enero|Andalucía|FRUTA CONS/ALMIBAR|814,00|1.700,96|2,09|18,17|0,09|0,2||
2013 | Enero|Andalucía|FRUTA ESCARCHADA|15,48|108,49|7,01|1,41|0|0,01||
2013 | Enero|Andalucía|RESTO FRUTA CONSER|110,71|436,30|3,94|5,33|0,01|0,05||
2013 | Enero|Andalucía|VERD./HORT.CONGELAD|2.385,13|4.530,04|1,9|44,58|0,28|0,52||
2013 | Enero|Andalucía|ESPINACAS|334,00|554,57|1,66|13,93|0,04|0,06||
2013 | Enero|Andalucía|GUISANTES|371,10|555,89|1,5|11,6|0,04|0,06||
2013 | Enero|Andalucía|JUDIA VERDE|565,81|731,28|1,29|14,59|0,07|0,08||
2013 | Enero|Andalucía|COLIFLOR|59,71|98,41|1,65|1,99|0,01|0,01||
2013 | Enero|Andalucía|PIMIENTOS|19,47|44,84|2,3|0,93|0|0,01||
2013 | Enero|Andalucía|BROCOLI|79,70|128,93|1,62|2,59|0,01|0,01||
2013 | Enero|Andalucía|MENESTRA|296,91|534,02|1,8|8,44|0,03|0,06||
2013 | Enero|Andalucía|OTR.VERD/HOR.CONG.|658,43|1.882,09|2,86|21,3|0,08|0,22||
2013 | Enero|Andalucía|FRUTAS CONGELADAS|46,56|85,23|1,83|3,01|0,01|0,01||
2013 | Enero|Aragón|GUISANTES|33,44|64,96|1,94|6,72|0,02|0,05||
2013 | Enero|Aragón|JUDIAS VERDES|26,17|32,44|1,24|3,8|0,02|0,02||
2013 | Enero|Aragón|PIMIENTOS|39,37|149,73|3,8|14,9|0,03|0,11||
2013 | Enero|Aragón|ESPARRAGOS|68,12|316,91|4,65|23,57|0,05|0,24||
2013 | Enero|Aragón|ALCACHOFAS|4,72|21,36|4,52|1,13|0|0,02||
2013 | Enero|Aragón|CHAMPIÑOSNES+SETAS|50,53|142,63|2,82|11,79|0,04|0,11||
2013 | Enero|Aragón|MAIZ DULCE|27,75|79,84|2,88|9,45|0,02|0,06||
2013 | Enero|Aragón|MENESTRA|11,04|24,73|2,24|2,3|0,01|0,02||
2013 | Enero|Aragón|TOMATES|523,64|686,81|1,31|53,26|0,39|0,51||
2013 | Enero|Aragón|TOMATE FRITO|402,97|546,03|1,36|47,01|0,3|0,41||
2013 | Enero|Aragón|TOMATE NATURAL|120,67|140,78|1,17|17,21|0,09|0,1||
2013 | Enero|Aragón|TOMATE N.ENTERO|17,29|19,13|1,11|2,42|0,01|0,01||
2013 | Enero|Aragón|TOMATE N.TRITUR.|103,38|121,65|1,18|14,94|0,08|0,09||
2013 | Enero|Aragón|OTRA VERD/HORT.CON|156,32|312,11|2|17,69|0,12|0,23||
2013 | Enero|Aragón|FRUTA EN CONSERVA|215,06|574,51|2,67|31,68|0,16|0,43||
2013 | Enero|Aragón|MERMELADAS,CONFIT.|66,33|201,71|3,04|19,8|0,05|0,15||
2013 | Enero|Aragón|FRUTA CONS/ALMIBAR|125,91|230,15|1,83|13,94|0,09|0,17||
2013 | Enero|Aragón|FRUTA ESCARCHADA|17,04|125,02|7,33|1,37|0,01|0,09||
2013 | Enero|Aragón|RESTO FRUTA CONSER|5,79|17,64|3,05|2,4|0|0,01||
2013 | Enero|Aragón|VERD./HORT.CONGELAD|402,07|663,91|1,65|45,06|0,3|0,49||
2013 | Enero|Aragón|ESPINACAS|49,35|70,39|1,43|11,04|0,04|0,05||
2013 | Enero|Aragón|GUISANTES|92,00|138,81|1,51|14,63|0,07|0,1||
2013 | Enero|Aragón|JUDIA VERDE|140,78|199,16|1,41|17,95|0,1|0,15||
2013 | Enero|Aragón|COLIFLOR|3,59|5,20|1,45|0,86|0|0||
2013 | Enero|Aragón|PIMIENTOS|2,27|4,77|2,1|0,66|0|0||
2013 | Enero|Aragón|BROCOLI|7,56|10,76|1,42|1,21|0,01|0,01||
2013 | Enero|Aragón|MENESTRA|52,30|84,30|1,61|6,7|0,04|0,06||
2013 | Enero|Aragón|OTR.VERD/HOR.CONG.|54,23|150,53|2,78|13,03|0,04|0,11||
2013 | Enero|Aragón|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Enero|Asturias|GUISANTES|46,52|107,33|2,31|15,99|0,04|0,1||
2013 | Enero|Asturias|JUDIAS VERDES|45,47|77,19|1,7|6,45|0,04|0,07||
2013 | Enero|Asturias|PIMIENTOS|42,63|179,71|4,22|19,04|0,04|0,17||
2013 | Enero|Asturias|ESPARRAGOS|32,30|155,34|4,81|10,46|0,03|0,14||
2013 | Enero|Asturias|ALCACHOFAS|3,86|13,42|3,48|1,57|0|0,01||
2013 | Enero|Asturias|CHAMPIÑOSNES+SETAS|65,76|182,63|2,78|17,85|0,06|0,17||
2013 | Enero|Asturias|MAIZ DULCE|7,38|21,50|2,91|2,66|0,01|0,02||
2013 | Enero|Asturias|MENESTRA|9,08|23,95|2,64|3,37|0,01|0,02||
2013 | Enero|Asturias|TOMATES|417,82|604,94|1,45|55,3|0,39|0,56||
2013 | Enero|Asturias|TOMATE FRITO|326,33|497,48|1,52|47,59|0,3|0,46||
2013 | Enero|Asturias|TOMATE NATURAL|91,49|107,46|1,17|15,15|0,08|0,1||
2013 | Enero|Asturias|TOMATE N.ENTERO|31,05|34,49|1,11|3,41|0,03|0,03||
2013 | Enero|Asturias|TOMATE N.TRITUR.|60,45|72,97|1,21|11,76|0,06|0,07||
2013 | Enero|Asturias|OTRA VERD/HORT.CON|26,84|72,19|2,69|8,01|0,02|0,07||
2013 | Enero|Asturias|FRUTA EN CONSERVA|167,81|445,74|2,66|30,31|0,16|0,41||
2013 | Enero|Asturias|MERMELADAS,CONFIT.|46,93|149,66|3,19|18|0,04|0,14||
2013 | Enero|Asturias|FRUTA CONS/ALMIBAR|99,59|226,78|2,28|13,02|0,09|0,21||
2013 | Enero|Asturias|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Enero|Asturias|RESTO FRUTA CONSER|21,29|69,30|3,26|6,09|0,02|0,06||
2013 | Enero|Asturias|VERD./HORT.CONGELAD|255,28|464,10|1,82|27,9|0,24|0,43||
2013 | Enero|Asturias|ESPINACAS|41,46|63,79|1,54|8,56|0,04|0,06||
2013 | Enero|Asturias|GUISANTES|45,74|74,70|1,63|12,33|0,04|0,07||
2013 | Enero|Asturias|JUDIA VERDE|76,76|92,70|1,21|5,72|0,07|0,09||
2013 | Enero|Asturias|COLIFLOR|3,95|8,63|2,18|1,13|0|0,01||
2013 | Enero|Asturias|PIMIENTOS|0,00|0,00|0|0|0|0||
2013 | Enero|Asturias|BROCOLI|7,47|12,91|1,73|1,92|0,01|0,01||
2013 | Enero|Asturias|MENESTRA|26,50|73,31|2,77|5,79|0,02|0,07||
2013 | Enero|Asturias|OTR.VERD/HOR.CONG.|53,40|138,06|2,59|9,82|0,05|0,13||
2013 | Enero|Asturias|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Enero|Baleares|GUISANTES|10,27|34,10|3,32|2,16|0,01|0,03||
2013 | Enero|Baleares|JUDIAS VERDES|14,40|20,23|1,4|3,26|0,01|0,02||
2013 | Enero|Baleares|PIMIENTOS|12,98|51,30|3,95|9,21|0,01|0,05||
2013 | Enero|Baleares|ESPARRAGOS|34,78|192,87|5,55|14,66|0,03|0,19||
2013 | Enero|Baleares|ALCACHOFAS|2,85|13,25|4,65|1,68|0|0,01||
2013 | Enero|Baleares|CHAMPIÑOSNES+SETAS|41,29|116,31|2,82|15,55|0,04|0,12||
2013 | Enero|Baleares|MAIZ DULCE|40,21|120,62|3|12,2|0,04|0,12||
2013 | Enero|Baleares|MENESTRA|0,00|0,00|0|0|0|0||
2013 | Enero|Baleares|TOMATES|462,59|618,73|1,34|56,07|0,46|0,62||
2013 | Enero|Baleares|TOMATE FRITO|285,13|422,64|1,48|41,47|0,28|0,42||
2013 | Enero|Baleares|TOMATE NATURAL|177,46|196,09|1,11|31,4|0,18|0,2||
2013 | Enero|Baleares|TOMATE N.ENTERO|15,37|18,59|1,21|2,97|0,02|0,02||
2013 | Enero|Baleares|TOMATE N.TRITUR.|162,09|177,50|1,1|29,85|0,16|0,18||
2013 | Enero|Baleares|OTRA VERD/HORT.CON|35,65|96,27|2,7|7,42|0,04|0,1||
2013 | Enero|Baleares|FRUTA EN CONSERVA|122,26|385,24|3,15|37,91|0,12|0,38||
2013 | Enero|Baleares|MERMELADAS,CONFIT.|55,92|223,56|4|23,58|0,06|0,22||
2013 | Enero|Baleares|FRUTA CONS/ALMIBAR|57,57|115,45|2,01|14,56|0,06|0,11||
2013 | Enero|Baleares|FRUTA ESCARCHADA|2,86|20,11|7,04|2,11|0|0,02||
2013 | Enero|Baleares|RESTO FRUTA CONSER|5,90|26,12|4,43|5,37|0,01|0,03||
2013 | Enero|Baleares|VERD./HORT.CONGELAD|383,16|621,22|1,62|45,51|0,38|0,62||
2013 | Enero|Baleares|ESPINACAS|36,80|45,78|1,24|9,77|0,04|0,05||
2013 | Enero|Baleares|GUISANTES|46,62|72,90|1,56|14,08|0,05|0,07||
2013 | Enero|Baleares|JUDIA VERDE|108,68|122,11|1,12|19,55|0,11|0,12||
2013 | Enero|Baleares|COLIFLOR|11,32|16,34|1,44|3|0,01|0,02||
2013 | Enero|Baleares|PIMIENTOS|2,96|6,85|2,31|1,81|0|0,01||
2013 | Enero|Baleares|BROCOLI|21,36|33,98|1,59|5,3|0,02|0,03||
2013 | Enero|Baleares|MENESTRA|47,50|88,11|1,85|12,32|0,05|0,09||
2013 | Enero|Baleares|OTR.VERD/HOR.CONG.|107,91|235,16|2,18|22,11|0,11|0,23||
2013 | Enero|Baleares|FRUTAS CONGELADAS|32,26|161,34|5|1,33|0,03|0,16||
2013 | Enero|Canarias|GUISANTES|25,16|64,75|2,57|5,8|0,01|0,03||
2013 | Enero|Canarias|JUDIAS VERDES|28,11|42,70|1,52|2,75|0,01|0,02||
2013 | Enero|Canarias|PIMIENTOS|48,53|204,45|4,21|16,08|0,02|0,09||
2013 | Enero|Canarias|ESPARRAGOS|66,21|363,91|5,5|15,41|0,03|0,16||
2013 | Enero|Canarias|ALCACHOFAS|0,73|3,43|4,69|0,2|0|0||
2013 | Enero|Canarias|CHAMPIÑOSNES+SETAS|95,62|257,54|2,69|17,48|0,04|0,11||
2013 | Enero|Canarias|MAIZ DULCE|177,98|514,31|2,89|31,36|0,08|0,23||
2013 | Enero|Canarias|MENESTRA|18,87|43,53|2,31|2,34|0,01|0,02||
2013 | Enero|Canarias|TOMATES|839,45|1.216,88|1,45|58,11|0,37|0,54||
2013 | Enero|Canarias|TOMATE FRITO|606,64|842,05|1,39|50,98|0,27|0,37||
2013 | Enero|Canarias|TOMATE NATURAL|232,81|374,84|1,61|16,99|0,1|0,17||
2013 | Enero|Canarias|TOMATE N.ENTERO|74,94|157,85|2,11|3,15|0,03|0,07||
2013 | Enero|Canarias|TOMATE N.TRITUR.|157,87|216,99|1,37|16,22|0,07|0,1||
2013 | Enero|Canarias|OTRA VERD/HORT.CON|73,68|186,29|2,53|13,43|0,03|0,08||
2013 | Enero|Canarias|FRUTA EN CONSERVA|474,21|1.411,67|2,98|52,75|0,21|0,63||
2013 | Enero|Canarias|MERMELADAS,CONFIT.|168,89|668,68|3,96|31,84|0,07|0,3||
2013 | Enero|Canarias|FRUTA CONS/ALMIBAR|268,98|608,87|2,26|29,79|0,12|0,27||
2013 | Enero|Canarias|FRUTA ESCARCHADA|0,55|4,83|8,8|0,3|0|0||
2013 | Enero|Canarias|RESTO FRUTA CONSER|35,79|129,29|3,61|8,76|0,02|0,06||
2013 | Enero|Canarias|VERD./HORT.CONGELAD|663,46|1.232,67|1,86|41,38|0,29|0,55||
2013 | Enero|Canarias|ESPINACAS|37,74|80,18|2,12|5,97|0,02|0,04||
2013 | Enero|Canarias|GUISANTES|194,87|312,11|1,6|19,74|0,09|0,14||
2013 | Enero|Canarias|JUDIA VERDE|140,49|221,53|1,58|14,05|0,06|0,1||
2013 | Enero|Canarias|COLIFLOR|19,99|34,84|1,74|2,39|0,01|0,02||
2013 | Enero|Canarias|PIMIENTOS|6,07|15,22|2,51|1,92|0|0,01||
2013 | Enero|Canarias|BROCOLI|28,79|47,43|1,65|4,05|0,01|0,02||
2013 | Enero|Canarias|MENESTRA|84,16|143,52|1,71|7|0,04|0,06||
2013 | Enero|Canarias|OTR.VERD/HOR.CONG.|151,35|377,84|2,5|21,71|0,07|0,17||
2013 | Enero|Canarias|FRUTAS CONGELADAS|3,90|7,36|1,89|0,83|0|0||
2013 | Enero|Cantabria|GUISANTES|9,17|20,93|2,28|6,45|0,02|0,04||
2013 | Enero|Cantabria|JUDIAS VERDES|20,41|35,57|1,74|7,14|0,04|0,07||
2013 | Enero|Cantabria|PIMIENTOS|29,47|115,03|3,9|26,29|0,06|0,22||
2013 | Enero|Cantabria|ESPARRAGOS|24,93|136,81|5,49|15,37|0,05|0,26||
2013 | Enero|Cantabria|ALCACHOFAS|6,09|28,74|4,72|5,46|0,01|0,05||
2013 | Enero|Cantabria|CHAMPIÑOSNES+SETAS|26,20|81,82|3,12|16,91|0,05|0,16||
2013 | Enero|Cantabria|MAIZ DULCE|14,37|44,17|3,07|6,54|0,03|0,08||
2013 | Enero|Cantabria|MENESTRA|4,82|9,22|1,91|3,63|0,01|0,02||
2013 | Enero|Cantabria|TOMATES|397,23|521,90|1,31|65,25|0,76|1||
2013 | Enero|Cantabria|TOMATE FRITO|303,37|426,80|1,41|59,61|0,58|0,82||
2013 | Enero|Cantabria|TOMATE NATURAL|93,85|95,10|1,01|14,23|0,18|0,18||
2013 | Enero|Cantabria|TOMATE N.ENTERO|30,90|35,31|1,14|5,88|0,06|0,07||
2013 | Enero|Cantabria|TOMATE N.TRITUR.|62,95|59,79|0,95|9,51|0,12|0,11||
2013 | Enero|Cantabria|OTRA VERD/HORT.CON|65,79|160,69|2,44|11,49|0,13|0,31||
2013 | Enero|Cantabria|FRUTA EN CONSERVA|105,50|323,85|3,07|34,12|0,2|0,62||
2013 | Enero|Cantabria|MERMELADAS,CONFIT.|39,44|132,38|3,36|19,94|0,08|0,25||
2013 | Enero|Cantabria|FRUTA CONS/ALMIBAR|48,79|126,23|2,59|15,46|0,09|0,24||
2013 | Enero|Cantabria|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Enero|Cantabria|RESTO FRUTA CONSER|17,26|65,24|3,78|10,26|0,03|0,12||
2013 | Enero|Cantabria|VERD./HORT.CONGELAD|236,98|343,00|1,45|49,3|0,45|0,66||
2013 | Enero|Cantabria|ESPINACAS|13,39|23,14|1,73|8,65|0,03|0,04||
2013 | Enero|Cantabria|GUISANTES|21,52|28,02|1,3|5,46|0,04|0,05||
2013 | Enero|Cantabria|JUDIA VERDE|74,59|101,89|1,37|15,94|0,14|0,19||
2013 | Enero|Cantabria|COLIFLOR|12,11|17,56|1,45|5,84|0,02|0,03||
2013 | Enero|Cantabria|PIMIENTOS|2,20|4,91|2,23|1,71|0|0,01||
2013 | Enero|Cantabria|BROCOLI|14,25|25,67|1,8|5,09|0,03|0,05||
2013 | Enero|Cantabria|MENESTRA|39,75|55,38|1,39|14,28|0,08|0,11||
2013 | Enero|Cantabria|OTR.VERD/HOR.CONG.|59,17|86,44|1,46|26,15|0,11|0,17||
2013 | Enero|Cantabria|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Enero|Castilla La Mancha|GUISANTES|56,85|118,20|2,08|10,12|0,02|0,05||
2013 | Enero|Castilla La Mancha|JUDIAS VERDES|134,50|178,90|1,33|13,73|0,06|0,08||
2013 | Enero|Castilla La Mancha|PIMIENTOS|59,12|188,02|3,18|13,37|0,03|0,08||
2013 | Enero|Castilla La Mancha|ESPARRAGOS|73,28|360,54|4,92|13,56|0,03|0,16||
2013 | Enero|Castilla La Mancha|ALCACHOFAS|56,54|260,87|4,61|9,45|0,02|0,11||
2013 | Enero|Castilla La Mancha|CHAMPIÑOSNES+SETAS|62,53|166,04|2,66|9,21|0,03|0,07||
2013 | Enero|Castilla La Mancha|MAIZ DULCE|49,88|151,36|3,03|10,95|0,02|0,07||
2013 | Enero|Castilla La Mancha|MENESTRA|15,53|21,23|1,37|2,16|0,01|0,01||
2013 | Enero|Castilla La Mancha|TOMATES|1.192,87|1.445,51|1,21|70,63|0,52|0,63||
2013 | Enero|Castilla La Mancha|TOMATE FRITO|809,94|1.053,70|1,3|60,14|0,35|0,46||
2013 | Enero|Castilla La Mancha|TOMATE NATURAL|382,93|391,81|1,02|25,96|0,17|0,17||
2013 | Enero|Castilla La Mancha|TOMATE N.ENTERO|79,63|76,27|0,96|6,46|0,03|0,03||
2013 | Enero|Castilla La Mancha|TOMATE N.TRITUR.|303,30|315,54|1,04|22,05|0,13|0,14||
2013 | Enero|Castilla La Mancha|OTRA VERD/HORT.CON|95,26|202,67|2,13|15,54|0,04|0,09||
2013 | Enero|Castilla La Mancha|FRUTA EN CONSERVA|258,37|689,09|2,67|34,51|0,11|0,3||
2013 | Enero|Castilla La Mancha|MERMELADAS,CONFIT.|108,53|341,51|3,15|22,37|0,05|0,15||
2013 | Enero|Castilla La Mancha|FRUTA CONS/ALMIBAR|124,56|261,63|2,1|12,76|0,05|0,11||
2013 | Enero|Castilla La Mancha|FRUTA ESCARCHADA|11,02|37,79|3,43|1,53|0|0,02||
2013 | Enero|Castilla La Mancha|RESTO FRUTA CONSER|14,26|48,16|3,38|3,91|0,01|0,02||
2013 | Enero|Castilla La Mancha|VERD./HORT.CONGELAD|498,46|823,11|1,65|37,75|0,22|0,36||
2013 | Enero|Castilla La Mancha|ESPINACAS|54,32|83,45|1,54|7,58|0,02|0,04||
2013 | Enero|Castilla La Mancha|GUISANTES|70,81|103,87|1,47|10,49|0,03|0,05||
2013 | Enero|Castilla La Mancha|JUDIA VERDE|167,61|201,45|1,2|15,23|0,07|0,09||
2013 | Enero|Castilla La Mancha|COLIFLOR|9,56|14,35|1,5|1,57|0|0,01||
2013 | Enero|Castilla La Mancha|PIMIENTOS|7,22|16,62|2,3|1,15|0|0,01||
2013 | Enero|Castilla La Mancha|BROCOLI|8,34|12,95|1,55|1,46|0|0,01||
2013 | Enero|Castilla La Mancha|MENESTRA|58,21|94,97|1,63|7,05|0,03|0,04||
2013 | Enero|Castilla La Mancha|OTR.VERD/HOR.CONG.|122,40|295,46|2,41|17,62|0,05|0,13||
2013 | Enero|Castilla La Mancha|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Enero|Castilla León|GUISANTES|54,98|127,19|2,31|7,69|0,02|0,05||
2013 | Enero|Castilla León|JUDIAS VERDES|76,01|111,28|1,46|7,69|0,03|0,05||
2013 | Enero|Castilla León|PIMIENTOS|89,77|353,81|3,94|17,63|0,04|0,14||
2013 | Enero|Castilla León|ESPARRAGOS|112,54|511,63|4,55|16,16|0,05|0,21||
2013 | Enero|Castilla León|ALCACHOFAS|26,45|121,50|4,59|4,74|0,01|0,05||
2013 | Enero|Castilla León|CHAMPIÑOSNES+SETAS|118,99|326,14|2,74|14,41|0,05|0,13||
2013 | Enero|Castilla León|MAIZ DULCE|36,73|114,38|3,11|5,55|0,01|0,05||
2013 | Enero|Castilla León|MENESTRA|29,51|77,43|2,62|3,45|0,01|0,03||
2013 | Enero|Castilla León|TOMATES|1.093,92|1.362,27|1,25|52,68|0,44|0,55||
2013 | Enero|Castilla León|TOMATE FRITO|913,13|1.135,84|1,24|46,8|0,37|0,46||
2013 | Enero|Castilla León|TOMATE NATURAL|180,79|226,42|1,25|13,44|0,07|0,09||
2013 | Enero|Castilla León|TOMATE N.ENTERO|34,06|39,38|1,16|2,55|0,01|0,02||
2013 | Enero|Castilla León|TOMATE N.TRITUR.|146,73|187,04|1,27|11,75|0,06|0,08||
2013 | Enero|Castilla León|OTRA VERD/HORT.CON|88,92|190,78|2,15|9,71|0,04|0,08||
2013 | Enero|Castilla León|FRUTA EN CONSERVA|417,55|1.116,76|2,67|36,05|0,17|0,45||
2013 | Enero|Castilla León|MERMELADAS,CONFIT.|190,11|623,28|3,28|20,81|0,08|0,25||
2013 | Enero|Castilla León|FRUTA CONS/ALMIBAR|208,16|415,15|1,99|17,16|0,08|0,17||
2013 | Enero|Castilla León|FRUTA ESCARCHADA|2,01|16,49|8,19|1,05|0|0,01||
2013 | Enero|Castilla León|RESTO FRUTA CONSER|17,27|61,83|3,58|3,73|0,01|0,03||
2013 | Enero|Castilla León|VERD./HORT.CONGELAD|651,31|988,46|1,52|34,38|0,26|0,4||
2013 | Enero|Castilla León|ESPINACAS|65,52|101,45|1,55|6,88|0,03|0,04||
2013 | Enero|Castilla León|GUISANTES|150,11|212,10|1,41|14,24|0,06|0,09||
2013 | Enero|Castilla León|JUDIA VERDE|200,99|239,47|1,19|12,86|0,08|0,1||
2013 | Enero|Castilla León|COLIFLOR|17,59|26,32|1,5|1,52|0,01|0,01||
2013 | Enero|Castilla León|PIMIENTOS|7,96|18,66|2,35|1,35|0|0,01||
2013 | Enero|Castilla León|BROCOLI|27,44|43,34|1,58|1,71|0,01|0,02||
2013 | Enero|Castilla León|MENESTRA|99,56|168,64|1,69|8,71|0,04|0,07||
2013 | Enero|Castilla León|OTR.VERD/HOR.CONG.|82,14|178,48|2,17|8,38|0,03|0,07||
2013 | Enero|Castilla León|FRUTAS CONGELADAS|1,99|12,00|6,04|0,34|0|0||
2013 | Enero|Cataluña|GUISANTES|50,76|111,43|2,2|2,27|0,01|0,02||
2013 | Enero|Cataluña|JUDIAS VERDES|60,30|105,54|1,75|1,77|0,01|0,02||
2013 | Enero|Cataluña|PIMIENTOS|95,83|403,81|4,21|8,02|0,01|0,06||
2013 | Enero|Cataluña|ESPARRAGOS|253,84|1.375,02|5,42|16,03|0,04|0,2||
2013 | Enero|Cataluña|ALCACHOFAS|84,45|422,67|5,01|4,25|0,01|0,06||
2013 | Enero|Cataluña|CHAMPIÑOSNES+SETAS|247,84|812,82|3,28|10,91|0,04|0,12||
2013 | Enero|Cataluña|MAIZ DULCE|199,47|632,05|3,17|10,43|0,03|0,09||
2013 | Enero|Cataluña|MENESTRA|17,77|30,40|1,71|0,74|0|0||
2013 | Enero|Cataluña|TOMATES|3.014,55|4.047,67|1,34|56,44|0,44|0,6||
2013 | Enero|Cataluña|TOMATE FRITO|1.957,01|2.802,81|1,43|44,51|0,29|0,41||
2013 | Enero|Cataluña|TOMATE NATURAL|1.057,54|1.244,85|1,18|25,72|0,16|0,18||
2013 | Enero|Cataluña|TOMATE N.ENTERO|123,49|149,70|1,21|3,17|0,02|0,02||
2013 | Enero|Cataluña|TOMATE N.TRITUR.|934,05|1.095,15|1,17|23,24|0,14|0,16||
2013 | Enero|Cataluña|OTRA VERD/HORT.CON|195,40|541,36|2,77|9,4|0,03|0,08||
